n,# test_cases,ave_time(entire),ave_time(prepare)
1,81,0.010083091994862497,5.1010538030553745e-05
2,81,0.012136443456013998,7.540708706702715e-05
3,81,0.013519117420102344,9.563042793744876e-05
4,81,0.017477819801848614,0.00011638314635665328
5,81,0.030032410592208673,0.00013689626882105698
6,81,0.09366953358238125,0.00017663932140962578
