n,# test_cases,ave_time(entire),ave_time(prepare)
1,162,0.016676668326059976,2.1974687223081237e-05
2,324,0.03685666263839345,7.553394929862316e-05
3,648,0.08020951218075223,0.0002036656862423744
4,1296,0.17609898690824155,0.0005036719051408179
5,2592,0.3788870565685225,0.0011738120773692189
6,5184,0.8047940242437669,0.002623077086460443
