n,# test_cases,ave_time(entire),ave_time(prepare)
1,162,0.016723884476555716,2.236322120383934e-05
2,324,0.036919405725267196,7.559473131909782e-05
3,648,0.08054699044168731,0.0002058723826467255
4,1296,0.17631202347484637,0.0005093549504692172
5,2592,0.3785871763288239,0.0011795114587854457
6,5184,0.80610469005726,0.00263883552433532
