n,# test_cases,ave_time(entire),ave_time(prepare)
1,25,0.007550587654113769,5.48553466796875e-05
2,25,0.008655672550201415,8.002185821533204e-05
3,25,0.010293210506439209,0.00010013484954833984
4,25,0.014401671886444093,0.0001310863494873047
5,25,0.031120505809783938,0.00014424705505371093
6,25,0.11659795951843262,0.0001970701217651367
