n,# test_cases,ave_time(entire),ave_time(prepare)
1,25,0.005996457099914551,6.263113021850586e-05
2,25,0.006784923076629638,9.347820281982422e-05
3,25,0.007558284282684326,0.00012062501907348633
4,25,0.008711644649505615,0.00014588689804077149
5,25,0.009344979763031006,0.00016994762420654297
6,25,0.010216937065124512,0.00019558000564575193
