test_suite,mixed_pre_mode,# test_cases,# faults
T0,50,0.061
T1,50,0.183
T2,50,0.205
T3,50,0.196
T4,25,0.041999999999999996
T5,25,0.048
T6,25,0.044
T7,25,0.04
