test_suite,mixed_pre_mode,# test_cases,# faults
T0,10,0.045
T1,10,0.034999999999999996
T2,10,0.11000000000000001
T3,10,0.11499999999999999
T4,5,0.02
T5,5,0.01
T6,5,0.09
T7,5,0.19
