test_suite,# test_cases,ave_fault
T0,162,0.34382716049382717
T1,162,0.8351851851851851
T2,162,0.9299382716049382
T3,162,0.9654320987654321
T4,81,0.24012345679012345
T5,81,0.5888888888888889
T6,81,0.7012345679012346
T7,81,0.7518518518518518
