test_suite,# test_cases,ave_fault
T0,162,0.4021604938271605
T1,162,0.4966049382716049
T2,162,0.583641975308642
T3,162,0.6172839506172839
T4,81,0.6481481481481481
T5,81,0.6339506172839506
T6,81,0.567283950617284
T7,81,0.6104938271604938
