n,# test_cases,ave_time(entire),ave_time(prepare)
1,5,0.006226975917816162,6.377458572387696e-05
2,5,0.007644448280334473,9.46807861328125e-05
3,5,0.008258509635925292,0.0001214003562927246
4,5,0.011497139930725098,0.00014703035354614256
5,5,0.015456135272979737,0.00018607378005981446
6,5,0.10735422134399415,0.00024131059646606442
