n,# test_cases,ave_time(entire),ave_time(prepare)
1,5,0.008571600914001465,5.4190158843994146e-05
2,5,0.012715256214141846,7.940769195556641e-05
3,5,0.017255454063415526,0.00010071992874145508
4,5,0.06137250185012817,0.00013245820999145506
5,5,0.3937983441352844,0.0001616024971008301
6,5,32.65648938894272,0.00017446756362915039
