n,# test_cases,ave_time(entire),ave_time(prepare)
1,10,0.011243607997894287,0.00011727809906005859
2,20,0.02602360486984253,0.0002788257598876953
3,40,0.054024379253387454,0.0006438708305358887
4,80,0.1421397590637207,0.0014477062225341797
5,160,0.32250518798828126,0.003133461475372314
6,320,1.516864755153656,0.0073511433601379395
