n,# test_cases,ave_time(entire),ave_time(prepare)
1,4,0.009186768531799316,2.2351741790771484e-05
2,8,0.021554994583129882,7.627010345458984e-05
3,16,0.047892588376998904,0.00020385384559631347
4,32,0.10839546918869018,0.0004991769790649414
5,64,0.24090757966041565,0.0011589229106903076
6,128,0.5419822037220001,0.002647686004638672
