n,# test_cases,ave_time(entire),ave_time(prepare)
1,2,0.005534577369689942,5.266666412353516e-05
2,2,0.007365459203720092,7.679462432861329e-05
3,2,0.009141749143600464,9.93967056274414e-05
4,2,0.013740265369415283,0.00012145638465881348
5,2,0.02860758900642395,0.00014327168464660643
6,2,0.08778308629989624,0.00014647245407104493
