n,# test_cases,ave_time(entire),ave_time(prepare)
1,4,0.009069561958312988,2.180337905883789e-05
2,8,0.0209960401058197,7.611513137817383e-05
3,16,0.04715670943260193,0.000201416015625
4,32,0.10598969459533691,0.0004978001117706299
5,64,0.23727044463157654,0.0011484861373901368
6,128,0.5343732535839081,0.002611309289932251
