n,# test_cases,ave_time(entire),ave_time(prepare)
1,4,0.0091560959815979,2.1976232528686523e-05
2,8,0.02305316925048828,7.585883140563965e-05
3,16,0.05121211409568786,0.00020276904106140137
4,32,0.11621109247207642,0.0004979491233825684
5,64,0.25721407532691953,0.0011574387550354003
6,128,0.5837540566921234,0.002610260248184204
