n,# test_cases,ave_time(entire),ave_time(prepare)
1,5,0.006152579784393311,6.261110305786133e-05
2,5,0.0075408959388732905,9.41920280456543e-05
3,5,0.008368353843688964,0.00012122869491577148
4,5,0.011476407051086426,0.00014975309371948243
5,5,0.016978359222412108,0.00018855810165405274
6,5,0.10707191228866578,0.000240786075592041
