n,# test_cases,ave_time(entire),ave_time(prepare)
1,22,0.0052761348811062895,4.6797774054787375e-05
2,22,0.006425156918438998,6.985555995594372e-05
3,22,0.010512672771107066,9.28884202783758e-05
4,22,0.026705911484631622,0.00011239756237376821
5,22,0.23398653919046578,0.00014567591927268288
6,22,2.5942612577568402,0.0001627374779094349
