n,# test_cases,ave_time(entire),ave_time(prepare)
1,44,0.008597911487926137,2.0975958217274057e-05
2,88,0.02043305147777904,7.222240621393376e-05
3,176,0.05427869720892473,0.00019816214388067074
4,352,0.13493648875843395,0.000485440275885842
5,704,0.33508787155151365,0.001163760098544034
6,1408,0.7870673710649664,0.002612458033995195
