n,# test_cases,ave_time(entire),ave_time(prepare)
1,4,0.009385907649993896,2.155900001525879e-05
2,8,0.021741145849227907,7.496476173400879e-05
3,16,0.04779587388038635,0.00020226240158081055
4,32,0.10754451155662537,0.0004971921443939209
5,64,0.2412247121334076,0.0011605918407440186
6,128,0.5414268910884857,0.002629697322845459
