n,# test_cases,ave_time(entire),ave_time(prepare)
1,2,0.005792403221130371,5.2917003631591794e-05
2,2,0.007215577363967896,7.833242416381836e-05
3,2,0.009629970788955689,0.00010012388229370117
4,2,0.0137587308883667,0.00012139081954956054
5,2,0.028412377834320067,0.00014440417289733886
6,2,0.0878031849861145,0.0001502096652984619
