n,# test_cases,ave_time(entire),ave_time(prepare)
1,22,0.004848506775769321,6.639957427978516e-05
2,22,0.005775097825310447,9.605992924083362e-05
3,22,0.007718621058897539,0.00012395977973937987
4,22,0.00966339111328125,0.00015109669078480114
5,22,0.014758689295161853,0.00018839673562483353
6,22,0.018161320686340333,0.00021533207459883255
