n,# test_cases,ave_time(entire),ave_time(prepare)
1,44,0.008796136487614025,2.155900001525879e-05
2,88,0.02087780779058283,7.362745024941184e-05
3,176,0.055472570657730105,0.00020043308084661312
4,352,0.1380624928257682,0.0004926546053452926
5,704,0.3347243747927926,0.0011473292654210871
6,1408,0.7889787950299003,0.002594902840527621
