n,# test_cases,ave_time(entire),ave_time(prepare)
1,25,0.006268043994903565,6.555223464965821e-05
2,25,0.007080742359161377,9.814977645874022e-05
3,25,0.007870818614959717,0.0001265687942504883
4,25,0.008910773277282714,0.00015345096588134766
5,25,0.00959995985031128,0.0001775169372558594
6,25,0.010500064849853516,0.0002021174430847168
