test_suite,mixed_pre_mode,# test_cases,ave_time
T0,bits,10,0.021977532
T3,bits,10,0.021859641
T0,qubits,10,0.022065701
T3,qubits,10,0.02207339
T1,bits,5,0.013086052
T2,bits,5,0.013210201
T4,bits,5,0.015318935
T5,bits,5,0.02886399
T1,qubits,5,0.007734139
T2,qubits,5,0.00781755
T4,qubits,5,0.009475379
T5,qubits,5,0.017030482
T6 sep,bits,10,0.030637937
T6 sep,qubits,10,0.020301769
T6 ent,bits,10,0.024965551
T6 ent,qubits,10,0.016142726
