n,# test_cases,ave_time(entire),ave_time(prepare)
1,2,0.03821312189102173,0.0
2,4,0.024423515796661376,0.0
3,8,0.051702916622161865,0.0
4,16,0.13411591053009034,0.000538778305053711
5,32,0.23804106712341308,0.0006068706512451172
6,64,0.5176238656044007,0.0007750391960144043
