test_suite,mixed_pre_mode,# test_cases,# faults
T0,250,0.568
T1,250,0.6092
T2,250,0.7764
T3,250,0.665
T4,125,0.6396
T5,125,0.7296
T6,125,0.752
T7,125,0.6824
