test_suite,mixed_pre_mode,# test_cases,# faults
T0,250,0.5696
T1,250,0.6166
T2,250,0.7732
T3,250,0.6616
T4,125,0.6368
T5,125,0.7172
T6,125,0.752
T7,125,0.6856
