shots,ave_time,faults
8,0.010118037414550782,0.0512
16,0.010042266654968261,0.08
24,0.010035186195373535,0.1032
32,0.009830596160888671,0.1032
40,0.009804725646972656,0.1264
48,0.009989192962646484,0.15360000000000001
56,0.010161364364624023,0.172
64,0.01019264430999756,0.1744
72,0.010197350120544433,0.1864
80,0.01006329765319824,0.1896
88,0.010065394783020019,0.2152
96,0.010140275001525879,0.22559999999999997
104,0.01005639419555664,0.22080000000000002
112,0.010068584442138671,0.252
120,0.01013908519744873,0.24
128,0.01010092182159424,0.272
136,0.010131373023986815,0.28959999999999997
144,0.01011591854095459,0.3056
152,0.010195978927612304,0.2904
160,0.010149925994873046,0.31120000000000003
168,0.010223091506958009,0.3384
176,0.010183527374267578,0.324
184,0.010185235786437988,0.324
192,0.010198270606994629,0.324
200,0.010217748451232909,0.32639999999999997
208,0.010219604110717774,0.33999999999999997
216,0.010246265029907227,0.3456
224,0.010247265052795409,0.3592
232,0.010257136344909667,0.3536
240,0.010355068969726561,0.36960000000000004
248,0.010390641784667969,0.376
256,0.010394820976257324,0.4016
264,0.010399285125732422,0.38
272,0.01043066291809082,0.37839999999999996
280,0.010450249290466309,0.39039999999999997
288,0.010477579879760742,0.4008
296,0.010479074668884278,0.4272
304,0.010502168655395508,0.4104
312,0.010518743133544922,0.4032
320,0.010579731750488281,0.4096
328,0.010572119903564454,0.4272
336,0.010600555038452149,0.44560000000000005
344,0.010610384368896485,0.43600000000000005
352,0.010632547187805177,0.4344
360,0.010675793075561523,0.43360000000000004
368,0.010659175491333007,0.4408
376,0.010650685691833497,0.45359999999999995
384,0.010655650520324706,0.4464
392,0.010676901245117188,0.45919999999999994
400,0.010669667625427245,0.45599999999999996
408,0.010730728530883788,0.47119999999999995
416,0.010685693740844725,0.4744
424,0.010697090339660644,0.4648
432,0.010715658760070801,0.4728
440,0.01073901481628418,0.46559999999999996
448,0.010737519454956055,0.472
456,0.010743818283081056,0.47519999999999996
464,0.010749840545654298,0.4952
472,0.010804080963134765,0.5016
480,0.010808863067626953,0.4944
488,0.01082281322479248,0.4904
496,0.010835911560058593,0.492
504,0.010852688407897949,0.47359999999999997
512,0.010862020683288575,0.5072
520,0.010848962783813476,0.4968
528,0.010876904106140136,0.496
536,0.01089320297241211,0.5128
544,0.010875927352905273,0.5048
552,0.01086619987487793,0.4992
560,0.010914171028137206,0.512
568,0.01093585376739502,0.5016
576,0.010964924049377442,0.5112
584,0.010979165077209472,0.5272
592,0.010972953796386718,0.5256000000000001
600,0.010996216201782226,0.5064
608,0.011026193046569824,0.5272
616,0.010999056243896485,0.5336000000000001
624,0.010856432723999023,0.5224
632,0.010865603256225586,0.5296000000000001
640,0.010885442352294921,0.5368
648,0.010894157600402831,0.5248
656,0.010915659904479982,0.5352
664,0.010910115242004395,0.536
672,0.010939351081848145,0.5368
680,0.010944368171691895,0.5216000000000001
688,0.010970538330078125,0.5376000000000001
696,0.010970438003540039,0.5376000000000001
704,0.010990042686462403,0.5488000000000001
712,0.011074768447875976,0.5464
720,0.01115068187713623,0.548
728,0.01117918109893799,0.5528
736,0.011117409324645996,0.5568
744,0.011077394676208496,0.5384
752,0.011197483253479005,0.548
760,0.011222336006164551,0.5608
768,0.011233794021606446,0.5576
776,0.011244056701660156,0.5432
784,0.011272607040405273,0.5456000000000001
792,0.011281325912475586,0.5584
800,0.011275534439086913,0.5591999999999999
808,0.011293486404418945,0.5656
816,0.011309522819519042,0.5559999999999999
824,0.011312844848632812,0.572
832,0.011337470245361327,0.572
840,0.011353040885925293,0.5576
848,0.011338018035888672,0.5559999999999999
856,0.01120696144104004,0.5599999999999999
864,0.01122475128173828,0.5776
872,0.01122665786743164,0.572
880,0.01124223346710205,0.5631999999999999
888,0.011254837989807129,0.5696
896,0.011277436256408691,0.5688
904,0.011289090347290039,0.5808
912,0.011284141731262206,0.5791999999999999
920,0.01131902961730957,0.5831999999999999
928,0.011342767143249511,0.5784
936,0.011351119041442871,0.5896
944,0.01138019142150879,0.5912
952,0.011384642219543457,0.5952
960,0.011377888298034667,0.5831999999999999
968,0.01140554542541504,0.5864
976,0.011437085342407227,0.5904
984,0.011580136489868165,0.5808
992,0.011583963203430175,0.5896
1000,0.011590904808044433,0.5936
1008,0.011651696586608886,0.5944
1016,0.011664828300476073,0.5864
1024,0.011673393630981445,0.5984
