test_suite,mixed_pre_mode,# test_cases,# faults
T0,250,0.608
T1,250,0.61
T2,250,0.5426
T3,250,0.5938
T4,125,0.6052
T5,125,0.5996
T6,125,0.5668
T7,125,0.5572
