test_suite,mixed_pre_mode,# test_cases,ave_time
T0,bits,250,0.020798117542266844
T3,bits,250,0.020838934898376467
T0,qubits,250,0.021242983245849608
T3,qubits,250,0.02119724187850952
T1,bits,125,0.011126093006134033
T2,bits,125,0.01140909366607666
T4,bits,125,0.01382471923828125
T5,bits,125,0.027280005359649657
T1,qubits,125,0.008594936466217042
T2,qubits,125,0.008637902927398682
T4,qubits,125,0.010200059127807618
T5,qubits,125,0.018068678665161132
T6 sep,bits,250,0.02763168830871582
T6 sep,qubits,250,0.022000541877746582
T6 ent,bits,250,0.025278222846984867
T6 ent,qubits,250,0.017856469917297363
