test_suite,mixed_pre_mode,# test_cases,ave_time
T0,bits,250,0.02032149295806885
T3,bits,250,0.020402912425994874
T0,qubits,250,0.020743465328216554
T3,qubits,250,0.02087983989715576
T1,bits,125,0.010957563972473144
T2,bits,125,0.011116243267059327
T4,bits,125,0.013649775695800781
T5,bits,125,0.02702882900238037
T1,qubits,125,0.008332044696807862
T2,qubits,125,0.008430913162231445
T4,qubits,125,0.01009690065383911
T5,qubits,125,0.017970815086364746
T6 sep,bits,250,0.027110867881774903
T6 sep,qubits,250,0.021507052993774416
T6 ent,bits,250,0.025001077842712403
T6 ent,qubits,250,0.01804098768234253
