test_suite,# test_cases,ave_fault
T0,162,0.34660493827160493
T1,162,0.504320987654321
T2,162,0.5123456790123456
T3,162,0.5271604938271606
T4,81,0.4722222222222222
T5,81,0.45555555555555555
T6,81,0.3808641975308642
T7,81,0.3771604938271605
