test_suite,mixed_pre_mode,# test_cases,# faults
T0,50,0.529
T1,50,0.633
T2,50,0.654
T3,50,0.6559999999999999
T4,25,0.506
T5,25,0.496
T6,25,0.492
T7,25,0.49400000000000005
