n,# test_cases,ave_time(entire),ave_time(prepare)
1,25,0.0073527293205261236,5.243730545043946e-05
2,25,0.008586301803588867,7.741260528564453e-05
3,25,0.010083407402038575,9.877443313598632e-05
4,25,0.011788506507873536,0.00012032318115234376
5,25,0.014218779563903808,0.00013949918746948244
6,25,0.01895191192626953,0.00016087055206298828
