n,# test_cases,ave_time(entire),ave_time(prepare)
1,50,0.01197600507736206,2.2437572479248047e-05
2,100,0.02597841262817383,7.729578018188477e-05
3,200,0.05691827344894409,0.00020825672149658202
4,400,0.12218504238128662,0.000507744312286377
5,800,0.26068548345565795,0.0011745805740356447
6,1600,0.5677534165382385,0.0027234482765197752
