n,# test_cases,ave_time(entire),ave_time(prepare)
1,50,0.011548322677612305,2.3128509521484377e-05
2,100,0.025151766777038575,7.903575897216797e-05
3,200,0.05410103988647461,0.00021395969390869141
4,400,0.11609204244613647,0.0005149869918823242
5,800,0.24576834440231324,0.001180570125579834
6,1600,0.5274893207550049,0.0026889052391052244
