n,# test_cases,ave_time(entire),ave_time(prepare)
1,81,0.0086438418906412,6.169595836121359e-05
2,81,0.009645360045962864,9.236541795141903e-05
3,81,0.010620485411749946,0.00011856202726010924
4,81,0.012020791312794626,0.00014336300484928084
5,81,0.01291055443846149,0.0001672053042753243
6,81,0.014149056099079274,0.00019177154258445458
