n,# test_cases,ave_time(entire),ave_time(prepare)
1,162,0.01750456565692101,2.2443871439239124e-05
2,324,0.03793623270811858,7.523680910652066e-05
3,648,0.08338345039038011,0.000207773255713192
4,1296,0.1782188963007044,0.0004974659578299817
5,2592,0.3838197574203397,0.0011665091102505908
6,5184,0.825572657879488,0.002664042843712701
