n,# test_cases,ave_time(entire),ave_time(prepare)
1,81,0.010089282194773357,5.157656139797635e-05
2,81,0.012075623170829114,7.495232570318528e-05
3,81,0.013546360127719832,9.61885040189013e-05
4,81,0.017265832276991855,0.00011604038285620418
5,81,0.030053067501680353,0.00013677867842309268
6,81,0.09369024406244726,0.0001763623437763732
