shots,ave_time,faults
8,0.284997127,0.2
16,0.281341429,0.2
24,0.28227634,0.2
32,0.279885111,0.2
40,0.278285003,0.2
48,0.280561569,0.2
56,0.281177559,0.2
64,0.282281337,0.2
72,0.283198607,0.2
80,0.283493812,0.2
88,0.283250835,0.2
96,0.283547318,0.2
104,0.283938503,0.2
112,0.284350543,0.2
120,0.283503256,0.2
128,0.283224804,0.2
136,0.283565824,0.2
144,0.284401307,0.2
152,0.285420759,0.2
160,0.285090089,0.2
168,0.28760098,0.2
176,0.285963321,0.2
184,0.285069308,0.2
192,0.285612881,0.2
200,0.286605885,0.2
208,0.28770812,0.2
216,0.29161298,0.2
224,0.29351459,0.2
232,0.292237859,0.2
240,0.289800465,0.2
248,0.289808955,0.2
256,0.292100556,0.2
264,0.289738958,0.2
272,0.290436649,0.2
280,0.291466153,0.2
288,0.28801506,0.2
296,0.294360576,0.2
304,0.293381269,0.2
312,0.290027604,0.2
320,0.293075538,0.2
328,0.297515972,0.2
336,0.297350545,0.2
344,0.291962051,0.2
352,0.288941059,0.2
360,0.290340574,0.2
368,0.291608071,0.2
376,0.296376052,0.2
384,0.294100139,0.2
392,0.292262304,0.2
400,0.292125766,0.2
408,0.292831423,0.2
416,0.292714822,0.2
424,0.293388836,0.2
432,0.293537636,0.2
440,0.295311792,0.2
448,0.298874114,0.2
456,0.297804506,0.2
464,0.300162308,0.2
472,0.300557809,0.2
480,0.300948913,0.2
488,0.300894632,0.2
496,0.301451619,0.2
504,0.302287819,0.2
512,0.302389569,0.2
520,0.303198905,0.2
528,0.302570019,0.2
536,0.304257524,0.2
544,0.303469462,0.2
552,0.303336365,0.2
560,0.30376287,0.2
568,0.304289072,0.2
576,0.301835628,0.2
584,0.300656545,0.2
592,0.300573275,0.2
600,0.30166137,0.2
608,0.301623406,0.2
616,0.304655612,0.2
624,0.306622469,0.2
632,0.3033285,0.2
640,0.303272328,0.2
648,0.304052875,0.2
656,0.305167053,0.2
664,0.3053405,0.2
672,0.308218689,0.2
680,0.313859458,0.2
688,0.314099002,0.2
696,0.315031872,0.2
704,0.315895979,0.2
712,0.313922133,0.2
720,0.314640682,0.2
728,0.313556118,0.2
736,0.313307409,0.2
744,0.313650398,0.2
752,0.31757925,0.2
760,0.313172379,0.2
768,0.31445581,0.2
776,0.315656021,0.2
784,0.315126917,0.2
792,0.315213723,0.2
800,0.316182079,0.2
808,0.315112989,0.2
816,0.317112112,0.2
824,0.317223504,0.2
832,0.317660058,0.2
840,0.317934208,0.2
848,0.318723607,0.2
856,0.318921285,0.2
864,0.319434931,0.2
872,0.319587796,0.2
880,0.319913616,0.2
888,0.31974191,0.2
896,0.31974766,0.2
904,0.320191491,0.2
912,0.32087575,0.2
920,0.321380193,0.2
928,0.321780102,0.2
936,0.321683345,0.2
944,0.322123139,0.2
952,0.322575374,0.2
960,0.323681898,0.2
968,0.322227356,0.2
976,0.323344057,0.2
984,0.324425168,0.2
992,0.323212197,0.2
1000,0.319586349,0.2
1008,0.319373963,0.2
1016,0.322155299,0.2
1024,0.32304651,0.2
