n,# test_cases,ave_time(entire),ave_time(prepare)
1,1,0.004999315738677979,5.5408477783203126e-05
2,1,0.004875600337982178,8.034706115722656e-05
3,1,0.005275797843933105,0.0001031041145324707
4,1,0.006162858009338379,0.0001250743865966797
5,1,0.006152737140655518,0.00014536380767822267
6,1,0.006653034687042236,0.00016523599624633788
