n,# test_cases,ave_time(entire),ave_time(prepare)
1,2,0.043581831455230716,0.0
2,4,0.027833878993988037,4.1604042053222656e-05
3,8,0.05294901132583618,5.65648078918457e-05
4,16,0.19978410005569458,0.000268852710723877
5,32,0.28968181610107424,0.0015865087509155274
6,64,0.7629531383514404,0.0032847285270690917
