n,# test_cases,ave_time(entire),ave_time(prepare)
2,500,0.029579695415496828,7.580280303955078e-05
3,1000,0.06343559722900391,0.0002063876152038574
4,2000,0.14359723167419433,0.0005116123199462891
5,4000,0.3053257475852966,0.0011823519706726075
6,8000,0.6806734364509582,0.0026655917167663573
