n,# test_cases,ave_time(entire),ave_time(prepare)
1,81,0.00864386632118696,6.206815625414436e-05
2,81,0.009641922403264929,9.247785733069902e-05
3,81,0.010636018382178413,0.00011891538714185173
4,81,0.012107339758931855,0.00014443662431504992
5,81,0.013010137022277454,0.00016846597930531443
6,81,0.014151085453268921,0.00019138433315135815
