n,# test_cases,ave_time(entire),ave_time(prepare)
2,500,0.03006597957611084,7.552061080932617e-05
3,1000,0.06669755344390868,0.00020756244659423826
4,2000,0.15995453109741212,0.0005073081970214843
5,4000,0.35103331356048584,0.0012100887298583986
6,8000,0.8009411259651185,0.002673775005340576
