n,# test_cases,ave_time(entire),ave_time(prepare)
2,125,0.010434505844116211,7.818565368652343e-05
3,125,0.013023412132263185,0.00010220346450805665
4,125,0.02278311758041382,0.00012551946640014647
5,125,0.06040878667831421,0.00016424617767333985
6,125,0.22710576753616332,0.00020579652786254882
