shots,ave_time,faults
8,0.012421633137596979,0.15864197530864196
16,0.012365193278701217,0.33518518518518514
24,0.012364258442396,0.40802469135802466
32,0.012362034526872045,0.4561728395061729
40,0.01240689151081038,0.4839506172839506
48,0.01239448094073637,0.4969135802469136
56,0.012401454389831167,0.5006172839506172
64,0.01242090846285408,0.5234567901234568
72,0.012449016394438567,0.5444444444444445
80,0.012325571495809673,0.55
88,0.012390636514734338,0.5512345679012346
96,0.012352229047704626,0.567283950617284
104,0.012250511587401968,0.5654320987654321
112,0.012321069946995488,0.5765432098765432
120,0.012273920759742643,0.5808641975308642
128,0.01224119089267872,0.5888888888888889
136,0.012270358756736472,0.5944444444444444
144,0.012267908343562374,0.604320987654321
152,0.01229195064968533,0.6024691358024692
160,0.012342220324057119,0.6185185185185185
168,0.012335831589168973,0.6253086419753087
176,0.012331285300078215,0.6197530864197531
184,0.012345885788952862,0.6333333333333333
192,0.012374967704584568,0.6290123456790123
200,0.012409385339713391,0.6253086419753087
208,0.012393997186495934,0.6302469135802469
216,0.012401804070413847,0.6407407407407407
224,0.012315480503035181,0.645679012345679
232,0.01238639987545249,0.6666666666666667
240,0.012656961841347777,0.658641975308642
248,0.012700809519967915,0.674074074074074
256,0.012720032385837885,0.654320987654321
264,0.012733221937108925,0.6635802469135802
272,0.012675287841278828,0.6765432098765432
280,0.012498770083910152,0.6771604938271605
288,0.012587728912447704,0.6851851851851852
296,0.01267150831811222,0.6932098765432099
304,0.012709501937583642,0.6888888888888889
312,0.012705973342612939,0.6808641975308641
320,0.012729260362224815,0.6925925925925925
328,0.01272416055938344,0.6888888888888889
336,0.012666981897236387,0.7006172839506173
344,0.01259078390804338,0.7117283950617284
352,0.012728352899904604,0.6969135802469136
360,0.012803390291002062,0.7074074074074075
368,0.012796788745456273,0.7055555555555555
376,0.012813517488079306,0.6987654320987654
384,0.012696712841222316,0.7216049382716049
392,0.012709237469567192,0.7246913580246914
400,0.012733813126881918,0.7209876543209877
408,0.012700047316374603,0.7185185185185186
416,0.012735889870443462,0.7271604938271605
424,0.012756041097052303,0.7209876543209877
432,0.012751439912819568,0.7314814814814815
440,0.012904303603702122,0.725925925925926
448,0.01279058736047627,0.7191358024691359
456,0.012875198287728392,0.7283950617283951
464,0.012886813982033434,0.7283950617283951
472,0.012889900619601024,0.75
480,0.012954082312407317,0.7351851851851852
488,0.01294947435826431,0.7395061728395061
496,0.013036988252474938,0.7364197530864198
504,0.013065538288634502,0.7388888888888889
512,0.012994530907383672,0.7524691358024691
520,0.012918834185894627,0.7450617283950617
528,0.012940118489442048,0.7567901234567901
536,0.01317664870509395,0.7450617283950617
544,0.013000936567047497,0.7549382716049383
552,0.01298068850128739,0.7524691358024691
560,0.012999681337380114,0.7574074074074074
568,0.01301326736991788,0.7592592592592593
576,0.013218667772081163,0.7487654320987654
584,0.013281083401338553,0.7734567901234568
592,0.01327506274352839,0.7617283950617284
600,0.013305607989982324,0.7530864197530864
608,0.013283008852122743,0.7641975308641975
616,0.013276582882728104,0.769753086419753
624,0.013346256885999514,0.7839506172839507
632,0.013335792076440506,0.7623456790123456
640,0.013373254552299593,0.7703703703703704
648,0.013368975233148644,0.7623456790123456
656,0.013339472847220337,0.7679012345679013
664,0.013325115633599552,0.7796296296296297
672,0.013414159821875302,0.7814814814814814
680,0.013435667532461662,0.7722222222222223
688,0.013463000014976221,0.7660493827160494
696,0.013452926388493292,0.7641975308641975
704,0.013489267855514714,0.7753086419753086
712,0.013468608444119679,0.7753086419753086
720,0.013453301235481543,0.7919753086419753
728,0.01347750675531081,0.7808641975308641
736,0.01349584467617082,0.7753086419753086
744,0.013518483403288286,0.7796296296296297
752,0.013483532122623773,0.7783950617283951
760,0.013438252313637438,0.787037037037037
768,0.013256535412352763,0.7790123456790123
776,0.013215235427573876,0.7895061728395062
784,0.013211042792708785,0.7938271604938272
792,0.013230007224612766,0.791358024691358
800,0.013297678658991684,0.7839506172839507
808,0.01345851951175266,0.7882716049382716
816,0.013448224391466307,0.7864197530864198
824,0.013471818706135692,0.791358024691358
832,0.013477361938099803,0.7907407407407407
840,0.013478472939244025,0.7950617283950617
848,0.013442730756453525,0.787037037037037
856,0.013563742461027923,0.7919753086419753
864,0.01357524910090882,0.7925925925925925
872,0.013481552218213493,0.7845679012345679
880,0.013456899148446541,0.7969135802469136
888,0.013550985006638516,0.7987654320987654
896,0.013584579803325511,0.7969135802469136
904,0.013617392822548193,0.8086419753086419
912,0.013619842647034443,0.7932098765432098
920,0.013622358551731818,0.7981481481481482
928,0.013654590683218873,0.8092592592592593
936,0.013676198176395746,0.7987654320987654
944,0.013660704648053204,0.8
952,0.013590883914335276,0.8080246913580247
960,0.013595977977470117,0.8018518518518519
968,0.013602011292069047,0.8074074074074075
976,0.013619457792352746,0.8055555555555556
984,0.013644009019121712,0.8135802469135802
992,0.01365373738018083,0.8049382716049382
1000,0.013712057066552433,0.8030864197530864
1008,0.013773162865344388,0.8098765432098766
1016,0.01379843199694598,0.8080246913580247
1024,0.013812622759077284,0.8098765432098766
