n,# test_cases,ave_time(entire),ave_time(prepare)
2,125,0.00788600616455078,9.532585144042969e-05
3,125,0.008712856483459474,0.00012306346893310548
4,125,0.010092545223236084,0.00014874649047851563
5,125,0.010967433452606201,0.0001742839813232422
6,125,0.01261392641067505,0.00019559803009033203
