n,# test_cases,ave_time(entire),ave_time(prepare)
2,125,0.010497378158569336,7.814168930053711e-05
3,125,0.012966146945953369,0.00010203943252563476
4,125,0.022875749588012695,0.00012576408386230468
5,125,0.05614687280654908,0.0001619791030883789
6,125,0.21317620773315432,0.0002029397964477539
