n,# test_cases,ave_time(entire),ave_time(prepare)
2,500,0.03019307231903076,7.87928581237793e-05
3,1000,0.06444111566543578,0.000211972713470459
4,2000,0.1442796173095703,0.0005154473304748535
5,4000,0.3085487241744995,0.0012043787956237792
6,8000,0.6912742121696472,0.0027290472030639646
