n,# test_cases,ave_time(entire),ave_time(prepare)
1,22,0.005264079028909857,4.7068162397904834e-05
2,22,0.006465451283888384,6.982250647111373e-05
3,22,0.010357461734251543,9.204636920582164e-05
4,22,0.02650677561759949,0.00011276494372974742
5,22,0.2315991997718811,0.0001453730193051425
6,22,2.571262994679538,0.00016098510135303842
