n,# test_cases,ave_time(entire),ave_time(prepare)
1,44,0.008698928356170654,2.1102753552523527e-05
2,88,0.020582019740884954,7.341720841147683e-05
3,176,0.05453023910522461,0.00019974058324640447
4,352,0.1367258516224948,0.0004922146146947688
5,704,0.33175215287642046,0.001139987056905573
6,1408,0.7823537821119482,0.002589569850401445
