n,# test_cases,ave_time(entire),ave_time(prepare)
1,22,0.004796805706891147,6.461197679693049e-05
2,22,0.005802492661909624,9.635795246471058e-05
3,22,0.007663447206670587,0.00012203780087557706
4,22,0.00960831262848594,0.0001466989517211914
5,22,0.014684963768178766,0.00018990635871887206
6,22,0.01810563694347035,0.00021391998637806286
