n,# test_cases,ave_time(entire),ave_time(prepare)
1,81,0.0100569889869219,5.110870172948013e-05
2,81,0.012113478301483908,7.531628196622119e-05
3,81,0.01357315484388375,9.615347709184812e-05
4,81,0.017337219803421587,0.00011626585030261381
5,81,0.03005571954044295,0.00013594862855510948
6,81,0.09351160982508719,0.00017592862800315574
