n,# test_cases,ave_time(entire),ave_time(prepare)
1,81,0.008679542276594374,6.258060902725032e-05
2,81,0.009733882068115988,9.390292344269928e-05
3,81,0.010746005287876835,0.00012087748374468015
4,81,0.012148902887179527,0.00014575072276739427
5,81,0.013056632471673282,0.00016990429089393144
6,81,0.014310104022791356,0.00019590560300850575
