n,# test_cases,ave_time(entire),ave_time(prepare)
1,4,0.00925973653793335,2.244114875793457e-05
2,8,0.02142641544342041,7.719993591308594e-05
3,16,0.04777242541313172,0.00020672082901000975
4,32,0.10791898965835571,0.0005071163177490234
5,64,0.24158478379249573,0.0011795878410339356
6,128,0.5436839103698731,0.00267258882522583
