n,# test_cases,ave_time(entire),ave_time(prepare)
1,25,0.00605508804321289,6.353330612182617e-05
2,25,0.0067985200881958,9.483957290649414e-05
3,25,0.007702204227447509,0.0001226968765258789
4,25,0.008960462570190428,0.00015151071548461913
5,25,0.009623923301696776,0.00017776918411254884
6,25,0.01053437852859497,0.00020343923568725587
